"Whova Agenda Track Excel Template (Three sheets, Agenda, Speaker, Personalized)",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
2025-10-28 00:00:00,16:00:00,16:30:00,Technical Papers,Mission Profile Clustering for Usage-Based Health Modeling of Flight Control Actuators Applied to a Fleet of Advanced Jet Trainers,Evergreen I,"<p><i>Abstract:</i> <p>This work introduces a mission profile clustering pipeline aimed at supporting usage-based health modeling of electro hydraulic flight control actuators employed in a fleet of Advanced Jet Trainer (AJT) aircraft. The study is part of a broader, high-level, modular Prognostics and Health Management (PHM) framework developed to predict Unscheduled Removals (URs) of the AJT horizontal tail flight control actuator. Operating in an industrial setting, this PHM effort specifically addresses the challenge of extracting prognostic information from a legacy fleet already in service, leveraging existing operational data to improve asset availability.<br>The overall project leverages an extensive real-world dataset that spans over ten years and more than 25,000 flight hours accumulated by a fleet of as many as 20 aircraft. This paper specifically focuses on the Flight Clustering Module within the Data Processing Layer of the PHM framework, which serves as a critical enabler for future feature projections.<br>Through an in-depth analysis of the underlying principles and a detailed overview of the main system interfaces, this work proposes a practical solution for categorizing and classifying mission profiles while highlighting the challenges of working with real operational data.<br>After a pre-processing pipeline, developed to standardize and align time-series flight data, the clean trends are then clustered via a Self-Organizing Map (SOM). In this work, a systematic SOM hyperparameter tuning pipeline is also introduced. The tuning routine employs a combined grid and random search strategy to optimize the SOM hyperparameters by simultaneously evaluating the topographic error, the quantization error, and the percentage of grid utilization. The result of the application of the trained SOM on the dataset is a set of Clustered Mission Types (CMTs), each linked to specific statistical distributions of actuator usage increments. These clusters are integrated into the broader PHM framework to simulate future aircraft behavior and estimate component degradation.<br>Placed in an operational industrial environment, this methodology effectively connects mission-specific usage patterns with predictive health modeling, improving the fidelity of PHM systems, and laying the foundation for smarter usage-based maintenance planning in aviation operations.</p><p><a href=""https://www.phmpapers.org/index.php/phmconf/article/download/4545/phmc_25_4545"">Full paper (PDF)</a></p>",Leonardo Baldo,,,Leonardo Baldo; Andrea De Martin; Mathieu Terner; Giovanni Jacazio; Marcos E. Orchard; Massimo Sorli,,Sub,
2025-10-28 00:00:00,16:30:00,17:00:00,Technical Papers,Deep Reinforcement Learning for Airplane Components Failure Prognostics Full Cycle Automation,Evergreen I,"<p><i>Abstract:</i> <p>As airplane components degrade over time, airplane service organizations (e.g., Boeing Global Services) and their airline customers need to collaborate on airplane components failure prognostics and replace/maintain components proactively to improve operation efficiency and reduce cost. In particular, airplane service organizations analyze various sensor data that captures the operational states of airplane components to predict possible component failures. Upon identifying an impending component failure, the service organization promptly sends alerts to the airline maintenance team. In response, the airline maintenance team conducts inspections and maintenance on the component and replaces it if necessary.</p>_x000D_
<p>In this airplane components failure prognostics procedure, machine learning or engineering-based models can be used to make predictions of components failure on each flight. However, it is crucial for airplane service organizations to determine when to send alerts to airlines given the predictions of the full history of flights. Late alerts may cause schedule interruptions or even grounding of the airplane waiting for parts. Early alerts can bring unnecessary inspections that lead to significant cost to airlines. Current solutions rely on heuristics and/or manual engineering reviews to make decisions on sending alerts, which requires significant manual efforts and is difficult to scale.</p>_x000D_
<p><strong>To improve efficiency of airplane components failure prognostics, we applied deep reinforcement learning (RL) to automate the prognostics procedure while enhancing accuracy of alerts timing. </strong>Specifically, we used Long Short-Term Memory (LSTM) neural network model to represent alert policy that outputs alerts decisions based on flight sensor data and interaction history with airlines. To train the alert policy, we built a prognostics environment by using probability models to simulate airplane component state transitions over time and the airlineâ€™s feedback to alerts. With this environment, the parameters of alert policy are updated to minimize costs for airlines during the simulated prognostics procedure. This is achieved through the Deep Q-Network algorithm with memory prioritization to mitigate reward sparsity issue. Once learned, the alert policy is deployed to make decisions on sending alerts automatically by consuming incoming flight records and parsing current interactions with airlines. Moreover, we can fine-tune alert policy parameters to incorporate new airplane component features and airline operation changes. <strong>We conducted a case study on Boeing 787 air cycle machine (ACM) prognostics, which demonstrated the feasibility and effectiveness of our approach.</strong></p><p><a href=""https://www.phmpapers.org/index.php/phmconf/article/download/4397/phmc_25_4397"">Full paper (PDF)</a></p>",Baoqian Wang,,,Baoqian Wang; Changzhou Wang; Denis Osipychev,,Sub,
2025-10-28 00:00:00,15:30:00,18:00:00,Workshops,MathWorks Hands-On Workshop: Anomaly Detection and Predictive Maintenance with MATLAB,Evergreen B,"<p>Be sure to register <a href=""https://www.mathworks.com/company/events/seminars/anomaly-detection-and-predictive-maintenance-with-matlab-phm-workshop-5034700.html"">here</a>! Space is limited for MathWorks’ Hands-On Workshops: <i>Anomaly Detection and Predictive Maintenance with MATLAB</i>.
<p><i>Please only register for one workshop slot. Both workshops have the same content.</i></p>
<p><b>Overview</b></p>
<p>Engineers are using AI to design smarter ways to detect anomalies, identify faults, and estimate the remaining useful life of machines. In this hands-on workshop, you will write and execute code examples in MATLAB® Online™ – entirely in your browser – to learn and explore how to design AI algorithms for anomaly detection and predictive maintenance. This workshop will be most useful for engineers who work with time series sensor data that want to explore ways to apply MATLAB to design effective algorithms.</p>
<p>MathWorks instructors will be available throughout the session to guide you. All necessary MATLAB licenses will be provided for the duration of the workshop, including Predictive Maintenance Toolbox. Please bring your laptop.</p>
<p><b>Highlights</b></p>
<ul>
<li>Familiarize yourself with MATLAB Online with an introductory example that trains a machine learning model to identify anomalies and faults.</li>
<li>Interactively extract, analyze, and rank features from machine sensor data, then train and compare multiple AI models based on these features.</li>
<li>Dive deep into two real-world examples that cover designing an anomaly detection algorithm and estimating remaining useful life.</li>
</ul>
<p><b>Who Should Attend</b></p>
<p>This workshop is open to anyone attending the PHM Society Conference in 2025 who is interested in learning how to design predictive maintenance and anomaly detection algorithms in MATLAB.</p>
<p><b>Product Focus</b></p>
<ul>
<li><a href=""https://www.mathworks.com/products/matlab.html"">MATLAB</a></li>
<li><a href=""https://www.mathworks.com/products/deep-learning.html"">Deep Learning Toolbox</a></li>
<li><a href=""https://www.mathworks.com/products/predictive-maintenance.html"">Predictive Maintenance Toolbox</a></li>
<li><a href=""https://www.mathworks.com/products/statistics.html"">Statistics and Machine Learning Toolbox</a></li>
</ul>
",Reece Teramoto; Rachel Johnson; Bora Eryilmaz,,,,,Session,
2025-10-28 00:00:00,17:00:00,22:00:00,General,Free Time,,,,,,,,Session,
2025-10-28 00:00:00,18:00:00,22:00:00,Invitation Only,Appreciation Dinner (Invitation Only),,,,,,,,Session,
,,,,,,,,,,,,,
2025-10-29 00:00:00,07:30:00,16:00:00,General,Registration,,,,,,,,Session,
2025-10-29 00:00:00,07:00:00,08:00:00,General,Continental Breakfast,Evergreen Foyer,,,,,,,Session,
2025-10-29 00:00:00,08:00:00,09:00:00,General;  Keynotes,Opening Remarks and Keynote Speaker,Evergreen EF,,,,,,,Session,
2025-10-29 00:00:00,08:00:00,08:15:00,General,Opening Remarks,Evergreen EF,,Dave Larsen; Scott Clements,,,,,Session,
2025-10-29 00:00:00,08:15:00,09:00:00,General;  Keynotes,"Keynote Speaker: Jacob Bortman, ""A Novel Effective Smart Camera Based Machine Health Monitoring""",Evergreen EF,"<p><b>Speaker: Jacob Bortman <i>(Ben-Gurion University of the Negev)</i></b><br/><i>Abstract:</i> Despite the rapid adoption of Industry 4.0 technologies, the full implementation of Condition-Based Maintenance (CBM) in critical industries remains a significant challenge. Odysight.ai addresses this gap by developing advanced diagnostic and prognostic solutions that complement conventional vibration-based methods.</p>
<p>This work introduces Camera-as-a-SensorTM, a compact visual sensing system embedded with AI models, designed to operate in harsh and inaccessible environments. The technology has been successfully validated through deployments with NASA, U.S. government agencies, and various defense and industrial programs.</p>
<p>Artificial Intelligence (AI) plays a central role in modern Prognostics and Health Management (PHM) systems. This presentation highlights a novel hybrid physical-AI algorithm for real-time damage tracking in mechanical components, offering improved accuracy and scalability.</p>
<p>In addition, the Digital Twin (DT) paradigm is explored as a powerful tool for predictive maintenance. A recent case study in the railway sector demonstrates how synchronized physical and digital experiments can iteratively validate and optimize CBM strategies.</p>
<p>Collectively, these innovations represent a significant step toward building a scalable, accurate, and fully integrated CBM ecosystem, improving reliability, safety, and operational efficiency across critical mechanical systems.</p>",Jacob Bortman,,,,,Session,
